id,screen_name,friends_count,followers_count,self_description
985707696320987136,REN84513682,125,19,LJC  YouTuber大好きです📷💕  ウェイターズ🕑                                                            はやしん/SN🌴地方民やからイベント参加できない😭                            たまに歌詞動画をあげます✨
824213228947243008,lovezonemari,570,529,ツイート多めです。神谷浩史。小野大輔。DGSｻｲｺｰかよ..。あんスタ。カラ松ガール。欅坂46。ラジオすき。RBCiラジオ。MUSIC SHOWER plus+。腐女子おいで！声優。ジャニーズ。気軽にフォローお願いします✨
866248251153891328,a26ttt,216,96,卍 美月まじリスペクト 卍
886247238669697024,akaka__rinrin,106,11,キャス、linelive、リプ用アカウント
989137184941793281,nnt_luz,86,3,
841211005992501248,blue27285871,303,7,
878455284523450368,Mak12i12,42,7,☺️🐈☺️🐈
987965108692271104,honokuni_27,45,4,
866988831462969345,natsumi0824kon1,225,120,"トプ画右、中１テニス部、BTS💕ＡＡＡ💕乃木坂💕
ミクチャもやってます！あとあんスタ💕朔間凛月
推し💕アニメ💕文豪ストレイドッグス💕東京喰種💕
ハイキュー💕"
709739966079705088,puuuu_luv0810,52,34,❤ すきぴと難波 ❤
958375860897169408,7InIEG4IqxACsoc,47,4,中学１年 韓国🇰🇷 絵文字がたくさん💞
979570668470587392,aosiasus,5,0,ai
969897078418583552,ag__rrr,461,459,よしうら３ // イケメンになる。// 吹部  trumpet🎺// FLEXお休み中😭😭
924247568074158080,ckC8QpKdzgV7MRK,62,57,フォローお願いします GENEファンと繋がりたいです😋 亜嵐くん😍
829296378874560514,pamu_0728,145,28,とりまYouTubeだいすき🙋                                           3/28スカイピースハル☆ツアin名古屋🐴🐰✨    たのしかった！！！
827467151472668673,mikan_camila,1801,994,川内中/中2/吹奏楽部/Tuba/ラブライブ(ことりちゃん、にこちゃん推し)、{桜内梨子ちゃんと同じ誕生日♪}/フィッシャーズ/まふまふ/そらる/洋楽大好き/CamilaCabello/HoneyWorks♪/気軽にフォローしてね♪フォローしてくれた人100%フォロバします♪
895661282195456002,hobby_likes_sf,105,17,邦ロックに出会って1年 まだまだ勉強
846602600564776960,chi__o00,348,353,Atsuta SJK / よしくん
869172769518256128,shi_ma_desu,1017,476,"☞バカ代表☜ 低音一途💜 WANIMA🎸#WANIMA好きと繋がりたい
♥Thank you for Follow♥"
985330838140170241,me41345079,123,16,星川遥香ちゃんが可愛すぎて大好きすぎ て作ったアカウントです💞 本当に可愛いすぎて憧れる😭 市川美織 好き LIVE好き欅好き 友達は少ないでーすw
980863600888655873,lk__ibis,19,10,"身長170超えてるただの高身長です。
23HRの出現率めっちゃ低い人←
趣味？そんなものない(嘘)
機械系いじるの意外と好きだったりする"
989094785179963392,ryoka6609,36,16,春から高校生！青春します！ 元南押原中 栃農1-1（14）フォロバ100%     雪ノ下 雪乃最高！大好き！
938327954261602305,IlMsKc4pRXgRkwx,166,60,すずしょうと/パオパオチャンネル/いんちき姉妹/すしりく/スカイピース/てるとくん など好きです！よろしくお願いします！
820302410794971140,Usagi_xoxo69,15,0,
989104013378338818,Po127_Ka322,56,24,YouTuberさんのことはまだまだ知らない事だらけですが仲良くしてください😆👏 無言フォローすいません 話し掛けてほしいです😁 ポッキー♡ポキみや♡カリブラ♡水溜りボンド♡ヘンジンマジメ♡おるたなチャンネル
708196743393849344,WwZLHjWkfETaJRg,1580,1265,JK🥀🃏🕸/伊野尾慧❤︎/誰でもフォローどーぞ🕊 /気まぐれツイート
978241078062080000,__angel__149cm,41,24,ほりえりくくんとさんこいちがすき⁽⁽ଘ( ˊᵕˋ )ଓ⁾⁾
978613595532480512,UcEKclz5GxT2vIe,101,6,基本見るだけです
985505426774024192,Dy82qGA4e5lcZDe,50,6,韓国好き 😚😚  BIGBANG . 防弾少年団 . INFINITE . わなわん . JBJ 色々好き 👷
974148795385618432,__paooooon,25,0,youtubeが大好き！
607856605,yoshiki043,314,297,
715112304992342016,Sirahama_Hina,285,194,Happiness，GENERATIONS､THE RAMPAGEが大好きな中3です！陸上部です！フォローお願いします!!!
750220091501850624,wimper_1450,159,39,
697558897570123777,yokoaya_0513,64,50,藤島／鶴岡中央／女バレ／演劇／カラオケ／映画
3152696893,sekaowa_v6,160,12,実況者様をフォローするだけの垢。 フォロバ返しません。
989074456445321217,ev7v1R78zGBHQ4D,169,32,始めたばかりです。 無言フォロー失礼します！ スプラトゥーン2やってる方と繋がりたいです！  フレコ8300 7715 6033
3214017460,Sakura10141594,125,1,新社会人(22)。。趣味垢。。フルートlove。。単純バカ女。。病的に愛して。。赤い薔薇→あなたを愛しています。。弱い人間でなにが悪い。。毎日泣いて強くなる。。
981867178516295681,to_____sun,30,1,東海オンエア と えむれな と さんこいち ☺︎
797457547305156612,natsumi_abe622,131,144,14 years old / dance / photo / https://t.co/RRohWWJij7
989064149211713537,m_u_c_h_a_101,160,99,LJC /おれのやで🙈
981113422615011328,hk______15,34,16,観音（Euph）TWICE，EXID🖤 ・満島ひかり ・志尊淳
908983332502769664,mafu_110,276,128,【土佐塾 中3 バスケ部】YouTubeを見ることが好きです🐢 ❤歌い手@uni_mafumafu 💗踊り手 ❤HoneyWorks 💗@Pocky_Sweets ❤@saaya3831 💗アバンティーズ ❤ヘンマジ 💗Disney ❤ジブリ 💗少女漫画 ❤ごちうさ
972801791401144320,MAKUN20051121,37,11,ヨロシクです！(o^-^)b✌️好き😍→@alon2525お気に入り→@zizio413 のサブ垢→@take_cute25 TWICE好き！❤特に【モモ🍑】が好き！😍ニックネーム→【マーくん】/血液型→【A型】/好きな事→ゲームする事/歌う事.........です！（笑）よろしくお願いします！m(_ _)m
852460968034525185,lI31XJ5TLVg3sN3,74,10,JD休止
1340873288,maanyanko3416,440,208,"ボイメン溺愛中♡
拓海、勇翔、俊さん、勝推し❤
BMKは米谷、佐藤匠、中原推し♡
祭nine.は清水、寺坂推し💕

割と箱推し♡！
イベントあれば行きます！
9/30 10/01参戦済

『夢は諦めなければ必ず叶う！！』

お笑い芸人なら
チュートリアル、アンジャッシュ等すき
※現在恋愛カウンセラーとして活躍中♡♡"
801698792139464704,Ririka_Pon_321,262,131,🐶ANGEL💕好きでかまちょな生物です😆よろしく👍 /韓国大好き♥KYUSYU1→2♥photoCLUB/古着＆古着屋love/元 赤ブロ衣装係 #ペヤング つぶやき(@riruriru_0240) サンニブ垢(@LOVE321_RirikaL)
981853194673315841,8t97D9f5gDbPS60,380,219,守南→八普   1-6 ♡   バド部☺︎
985449537367031808,tOngdAVqd0mF0QU,55,4,
2675383586,m11312rk,513,365,稲津小→麗澤瑞浪中学→麗澤瑞浪高校 6-2→中部大学人文学部
986929598842597376,cJ6m00uebE5Z5oc,7,4,よろしくお願いします
987917670589722625,tomoka42877,136,89,eishin3/神木隆之介/嵐/水溜りボンド follow me✨新しくしました！
2497973202,hiyoko8253,301,178,＊元出商＊→松江 製菓→洋菓子屋さん＊陸上すき♡
988966810807496704,usa_honda,15,2,
2912486892,BA96THPooh,221,66,神→TVXQ/爆発→防弾少年団(BTS)/安定→GOT7/K-POP/ディズニー/ プーさん(⑉°з°)-♡ 2017.08.23→Happy wedding💍🐻夫婦♡
807170286420250624,hello_yamame,104,75,ぴよ。さかな、おおや、ようか、ぴらかた！！！どどど！求))友達の作り方
926483961760456705,sjtd22,127,57,99￤宮古島￤平良☞工業卒￤無言フォローすみません😭🙇🏻‍♀️
775306670561910784,honeylemon_sax,487,176,今日､好き･恋ステ･オオカミくん                 ほんまに大好き💕                                         今日､好き⏩けんくん･にしむー･まる        恋ステ     ⏩かずとくん･しょーえいくん   オオカミくん⏩なすくん･けんけん･そらくん
3136762758,SkyHigh0_0,21,16,女子大生。
987308599926898688,0H6KXsAwIgqLf6O,115,16,ガオラー・ウェイターズ・ぽんふぁみ
831505976545071104,kotona_0509,464,351,玉穂中→甲府商業 1526 → 2425 セクガル＆とびっこ 涼介担 風磨担 YouTube  @ruykun__←るいくんみたいな美白が欲しい
3321163338,yuto0206rx91,164,138,元亀中、yuto高、函短保育科B組、15キロ太っただから痩たいでも痩せられない系男子‼️バスケは楽しいね^_^でも今はバレーの方が好きかも……いももち❤️ずっと一緒に❤️5月2日
988963682272002048,Branch__oO,8,2,14 ／ ♀ ／ ﾍﾝｼﾞﾝﾏｼﾞﾒ (♡) ／
805945668153901056,kobvm,2115,766,旅行、映画、ドラマ、お肉大好き！follow me🌈
2787463992,blackcherry9253,447,288,TBS / 趣味＊プーさん＊歌＊ピアノ＊調理＊お菓子＊詩 / @key_haruna314 /
972108865587224577,YFDFnIMUOv50A8W,26,1,
908818963022225408,s12083,88,28,通信制。とある就労継続支援事業所で働いてる☺︎ ❁.*･ﾟ@kj_ryoka*･ﾟ❁.*･ﾟ
884035700265332736,Linor_0205,55,2,18↑/中文/English/ちゆうごくじん/頑張ろう!
738313943567867908,o_r_shshm___,359,205,Knm②  orchestra*Cl     SHISHAMO│back number│ 坂口有望｜みやかわくん
791071590603563008,nam3___y,18,0,
988744457062268928,6KbVgCiV6c551c8,67,15,私は、中2です。ふたば家に、入ってます
718260344,3Putinkangoku9,28,31,"お気に入りなカメラで、撮って貼る場所
カメラにこだわってるとか写真にこだわってる訳じゃなく撮ることが好きな人"
835851499796226050,kiyu0526sasaki,421,403,せいわ２年3組 合唱部 AAA/Little Green Monster/E-grils
880687167558864896,svnten1375,165,133,U F e r 💩 🌹 👓 🌵(🌋🦖
777008318749380609,oj_blc,694,409,久留米→嘉麻市山中卒→久留米三井中央中退 仕事とか頑張る大阪なう                                 あにき大好きよん、ヘッダーあにき
2210442860,k8_pig16,352,1,自己満垢。
829377830781726720,jacky_akane3,162,65,お洋服・くっく
918823677872844801,Lienonewaka,150,118,ツリメさん じんたん [Alexandros]
904205614976401408,Sasa_3360,123,15,"DJHS
さんねーん

顔文字族"
845652520311566336,rkf1013,536,553,YouTube│みやかわくん│みやなー│スカイピース│じんクラ│あるてぃめっとよにん│チハヤ│てみじ│SEKAINOOWARI│さくらしめじ│坂口有望│邦ロック││趣味垢││アイコンは左でっす🤓
3251477496,rinrinringocha3,387,224,"YouTuber【Fischer's,スカイピース,ヘンジンマジメ】歌手【AAA,TWICE】女優【川栄李奈】フォローしてね！！！💓"
3106524853,poyoyo_oeruk,165,44,"ボカロ好きな格ゲーマーDK
GGxrd→ラムレザル チップ 
BBCF→バレット ハザマ 
鉄拳7→レオ ミゲル？
ストII→サガット 
ワーパー→ブロッケン C.キッド マッスルパワー
ガロスペ→ギース
 そして島爺信者

大切な人→@toufu_love_neko"
988794281983787008,JRje0,2,0,基本読み垢
917017515380826112,k_t_k38m,51,37,KEYTALK勢　ゆる～いへんふぁみ＆ウオタミ　　　　　　　　　　　邦ロック／YouTuber
2910687642,_shi__yumi_,395,604,#優img @yu_img_ ﾅｶｼﾞﾏ ／ ﾆｼﾊﾏ_____________________________________________________¨̮
988790147691892737,choco__364,8,0,好きなもの以外興味ない
847770481281253376,Hono_y_0124,162,127,KOHNAN / T&F mg
3613070114,fukutoku902,294,404,TN24
939839342498869248,sekaowa_fuka11,102,84,ヒガオチ 37th → キタスマ 46th volleyball mg
904366923831418881,Jmahiro12141,85,13,
942479510758350848,82_smile_77,152,40,無言フォローごめんなさい🙏 誰でもフォローしてください！
947516779324088320,ahaha_nn12,27,0,
977777053163401216,aaakari_24_iii,238,235,"豊中→水高B①🌻バド🏸　aヲタ/テオファミ







































脳内からっぽ女子です:)トプ左"
962251841479176193,Nazz_0108,370,147,ふわふわ諦めた 。うんこ
945474197265965056,Mio42490046,42,11,★04line.中1                                                  ★Army                                                              ★グクテテよりのallぺん！
988765951691653122,miu_pinkybaby,6,0,ヘンジンマジメがお好き。
952552553186697216,HIROKI73009992,272,106,知ってる人とかフォローおねがいします
907189891951292416,aaaa_YouTube,24,10,好きなものは好き
988760212541599745,eiNB9YiMpcMGRPV,21,2,
988755270347051008,a92273522,11,2,へんふぁみ / ヘンジンマジメ垢
884339878753730560,yuna20040806,36,26,中1 - 舞踊部♥ 赤ちゃん猛獣LOVE🐯💓
2952234968,hirooo_na,605,612,日体 ▷ 桜町 ▷ FJH ▷ KGH 1-7⏩2-1 / KDC17th /Justin Bieber / 千葉雄大
971034413298577409,TAKU29700,1020,1002,WEBを使って、自分の好きなことを発信し安定的に月20万以上を狙うことができます👍《初期投資不要》でLINE@で教えています💸現在の自分に満足していない方や興味がある方は【NESTA】からお願いします📩※一日5人まで募集しております！
988734065791533056,ayaka_0730_,130,49,"中3→ソフトボール|ジャニーズWEST🌈|小瀧望💕If you can dream it, you can do it.______"
932589448641966082,gfriend1119,354,25,YouTube/韓国🇰🇷 《リプ垢》
818439107240017922,kansai_milky,31,1,ウェイターズ👴🏻おおしま兄妹🌸ヘンファミ
894171155136888832,jumping0617TN,358,244,受験生/アイコン右/Hey! Say! JUMP.菅田将暉.松岡茉優.古川雄輝_soft tennis club 🎾FC会員_I/O参戦済み🏁
790412649926242304,SH_0804_,84,27,看護学生4年目 。 - 舞台挨拶での最高の奇跡♡♡ - 【 ふぁんれたー 】ぬれおかき様 ︎ ┈┈ ウェイターズ👴🏻 おおしま兄妹🌸 ┈┈ ✈︎ 青春は、戻らないらしい。 ビタミン炭酸 MATCH !!! 卍 わろち ～卍ありがとう～
850639212634226691,P_K_All08026,324,180,"JC3 受験生👻👻👻

















































#新垣結衣  No.997 木村なつみ/みやかわくん/PKA/せなお"
988714630267650048,Juri_juri_s,4,0,"(♡) レ イ タ ー ズ【@laters_Youtube】
👴🏻サ イ バ ー マ ン
 
(♡) ス カ イ ピ ー ス【@skypeace_teojin】
🐴テ オ く ん

(♡) ヘ ン ジ ン マ ジ メ【@henjinmajime】
🧒ぎ ん し ゃ む

(♡) よ き き【@y_cute_】"
736573677018308610,manami88292526,108,82,mks✩3―2
730653974617956352,ttkk17ecgexuje2,167,62,中3  好きなもの👉音楽(HoneyWorks、ボカロ) ・歌い手（Sou そらる まふまふ）・アプリ(youtube、ピグパ) フォローされたら返すかも
889743611746697216,AI__Eight,177,107,JC1/ 大阪 / 関ジャニ∞ / ほのあい💫💕 /ツゥイ😍 / ゆんちゃん / ほのかちゃん / ろあちゃん / ほのゆん / ねおちゃん
3172246797,WallBrandApp,3668,2061,"#socialshopping. 
Share your style with your friends, look for products you love and shop directly within the app."
988693947408007168,kanon30235922,51,2,
723872859538366464,BEAR_0831_,260,266,(17) まじで痩せたいLJK
837860750727102465,YouTuber_GOD_,205,205,"Fischer's☞ウオタミ🐟
 よきき☞シュガーらぶ♡ 
 稲荷兄弟☞いなりす
 さんこいち☞ほりえったー
 スカイピース☞テオファミ
 レイターズ☞サイバ
東海オンエア☞てっちゃん
ヘンジンマジメ☞みぽ



                                    まあたそ,えむれな,あつの裏"
808774448,0626Mo,385,393,"八千代→市川⇄池袋/市立船橋56期/TDA/TCF原宿店元staff/池袋の社会人/ブライダル/Chroni Cloop/Organic Call /YUMEGIWA GIRL FRIEND/in da my house/GRANNY SMITH/the Howl◍ˆoˆ◍◍ˆoˆ◍ ""バンドとYouTuberと映画"""
988563427185459202,usa_yuki_0222,47,3,"はじめました。

気分で絵書きます。
歌い手さん大好きです‼︎‼︎
YouTuberもよく見ます。

気軽にフォローよろしくお願いします🙏"
945681870682910725,IJIKAYUUTO20020,75,68,BIGBANG/BTS/よきき/HoneyWorks/V系/ロック/かまちょ/鬼絡み歓迎/歌い手なりたい                         気ぃ向いたら相互
988694933723729920,Rin05683787,24,1,高1 女 ROCK YouTube
858369221369122817,ars_hsj_sp_0727,604,21,"テオくん🐴__じんたん🐰__みや🐥_____















Hey!Say!JUMP__有岡大貴 嵐__二宮和也"
802891447074590721,fs1013mf,531,53,玉藻です！！！！！！！！
974983827134140422,___butterflyyy,16,4,
893808328672911360,neo_yuna_nanana,511,381,好きすぎる❥❥❥@_yunachannel |みやなー🐤|とくふぁむ🍵|すえちょす🍎|きりたんぱー🍥|きぬらー|yumily🍼|にゃんたー🍭|かすなー🍣🍵|こっちゃん's🌈|ゆな→リプ31/♡15 ねおちゃん→リプ4/♡4 ＠Nanami14725❥❥❥『ななみ姉妹』
988669237118943232,DhZvo51o21f,8,0,
2170048820,1Dmiho,1088,684,奥戸中☞関東第一☞TCA 動物園・動物飼育専攻19期生🐥高校野球⚾️プロ野球⚾️GIANTS♡坂本勇人♡ 2011.05.19 @dokin0121←動物(ペット)垢
951329008070701057,you__shiho,236,20,YouTuberっていいよね
777806755057192960,love_kindanboys,351,345,日進/3年/バレー部/フォロバ遅れたりします🤥
977494310277988352,CSqc8rMHZB6btD0,85,7,
1495522519,dancer_c_hoo,773,808,土岐商→NCA飼育→動物園鳥類飼育員🦆AAA[EW_GS_LO_WOG] Nissy[2/242nd] MAMA[10/15武道館_4/27TRANSIT] RAY[DIRECT] Dance[HipHop_House_SoulJazz]
837198860682321920,___oh94___,520,368,♡￤98￤ NPU② ￤ CDC￤ GI ￤♡
150632352,AlwaysUshi,134,20,マイペース、声フェチ、蠍座、腐女子(中国、タイBLドラマハマり中)
988294893599707139,Clockup7,5,0,
862120020209393665,mfahmj,146,7,RT___リプ
3258709668,Ys73okn_Kyaorin,34,22,【@ysk_73o】だけ♡˖꒰ᵕ༚ᵕ⑅꒱ 4/15 キャンハ×BREST 参戦済 ヘンジンマジメ垢
838391005099393024,ebi_fl,53,5,flumpool▷▷Re:image yokohama│猫とたまにゲーム🐈🎮│さくらしめじ好きすぎるしめじ世代の人🌸🍄
976750279897968640,b09pDIWB5EOCQgT,67,1,"今年高校一年です！( ´∀`)趣味はドラクエとYouTubeとオセロニアとかその他もろもろ。。。
面白いゲームを探してます( ´ ▽ ` )ﾉ紹介してくれたらやりますw
フォロー大歓迎！フォロー返しますよお←無言以外100％"
762261809126486016,maaaaariiiiisaa,882,320,yukine🌸さんと、コラボ企画します！5月9日16時まででーす！よかったら、見てねー！
896693482730934272,Choku0908,133,4,中国語日本語OK。twitter初心者で、失礼な事をしたら教えてください。絵を描いています。 無言フォローもし訳ございません。
2456260525,maiha_h0317,350,448,🌸大谷短期大学幼児教育学科￤ジャズ研１回生🌸
988609278435999744,zhoubugai,13,0,
349192580,Jyn10Varia0810,38,4,どうも♪
818028220700237824,love0123401234,176,54,#りなてぃん/#さんこいち/#かやくま
988580026835595264,FzCmV6ImzCT4BKT,25,1,♡YouTuber垢♡
983923021558632450,dYxr6Fo1wH2ni8a,50,5,
904297819229405184,kbys753,520,13,
850719266244395014,miku_pockysweet,386,367,00(01)line🐰
889681927464038400,ueWAmVnJ4jI2ban,350,128,"中１AK２➻バスケ部🏀#１３
関ジャニlove😘💕
YouTube
アバンティーズ
すしらーめんりく
チョコレートスモッカーズ
キッぺけフーカーズ
ノーブランド
フィッシャーズ
吉沢亮😍
love💓💓


【ブラナー】【チョモラー】【ウオタミ】    



キッペケとまあたそからフォローとかやばい😳😳"
988545184756465665,rYouTubef,96,5,#えむれな#さんこいち#ヘンジンまじめ#スカイピース#まあたそ#東海オンエア#大関れいか#Fischer‘s
807232900659712001,nonn625,273,61,"#TWICE
韓国大好き！！
話しかけてみてください！
活水中3
バスケ部🏀"
2413566254,Cyrima0611,111,107,2017.06.11 🤵💒👰
918511343895842817,yuina558,185,231,かごしま16ｰｰｰ( '-^ )bゲーム大好き
2907601333,kc__027,102,1440,/ YouTuber / JK 2 / 16ｻｲ / 不定期投稿♡ / ﾁｬﾝﾈﾙﾒｲ 変更 NiCo Ch. → K Ch. ¨̮
974888929332641794,ymd_ksrg,93,64,Hey! Say! JUMP Yamada Ryousuke . HNDJC3 .
2197360663,ANIME135792,211,34,ChiKaです。 主に乙女ゲーム・ホラーゲーム・声優さん・KーPOP が好きです♪
868820997322833921,fuuko1231,48,10,LJC/YouTube虫/🙊
168364966,shiba_ayu,9,4,８歳と５歳の２児のママです☆GLAY大好き29歳です＼＾o＾／自分の事はあまりつぶやきませんｗ
829462353896894464,me_gu_mi_1225,157,132,北中→板高！誰でもフォローしてね❤︎プリ↓
825654023994777600,pokemaina,633,624,MHXX/MHW/COD/エレクトーン/浦島坂田船/Splatoon2/鉄拳7/モンスト/においフェチ/負けず嫌いです。アイコンとヘッダーは頂き物です！！たまにPS4ゲームの動画あげます。出会い目的やめてください
985524309861937152,ARASHJUMP1008,133,29,ジャニーズ全部好きです！前のアカウントフォローしてくれてる人こっちもよろしく！
